start	end	text
0	17840	hi all good evening hello himangi I'm having a bit fever but yeah I think you
17840	25040	can feel it through my voice cold and fever so yeah energy levels are a bit
25040	40640	low how's everyone doing good good great so guys like are you like how many of
40640	45680	you have a participate in contest fun and clear give me thumbs up if you
45680	50640	participated and cleared and if you couldn't clear or you didn't participate
50640	59880	give me thumbs down that works too okay I see one thumbs down and six thumbs up
59880	64920	we have few more people who didn't participate in it but just an
64920	70800	announcement right for a sake because your clearance rate right contest
70800	80440	clearance rate will matter okay so recently in scaler what they have done
80440	87480	is if you are not able to clear on on line one then you can go in a excise
87480	94200	mode like post contest though in when you do it in excise mode you won't be
94200	99320	your result would not be added on to boredom which is like which happens at
99320	104600	real time but I would suggest people who didn't participate or who couldn't
104600	109960	clear rate try to reattempt an exercise mode right like you would be able to
109960	115840	access that now right is it fine guys like would you be would would you try
115840	120560	that because I just want you to you know give an attempt and see your test your
120560	126000	knowledge whenever you have bandwidth just attempt your like contest on
126840	134000	pretty simple like MCQ based is that clear race
134560	141960	cool and one more thing I was just a bit worried about is that you know our
141960	151200	our average PSP's of batch are reducing going down downwards okay just want to
151200	156480	know if people who are in class are a are solving assignments just about
156480	161640	assignment problems like is there any challenge who are not able to do it for
161640	166600	able to do it and you know on track give me thumbs up I see two people gave me
166600	174800	some sir but we all of you can give me a what's up cool so I say most of them who
174800	182000	are in the class are you know attempting how much for contest clearance what's a
182000	188920	percentage yes for contestance is it 50 or 70 what is the percentage doesn't
188920	197360	even know it 80 okay so 80 percentage so it's an it's a practice mode right
197360	202360	some bits you can try it in practice mode or exercise mode generally practice
202360	211080	mode is our term they used where is the contest link okay I don't exactly know
211080	216680	but I think it should be available your post HTML and CSS classes in the
216680	222480	curriculum left panel wherever you have your menu okay okay you can check there
222480	226320	I'll be shake if you didn't find let me know I'll ask someone you know to record
226320	230560	a video and share it with you guys because I don't have access to your
230680	235920	dashboards okay
239480	245920	what's up I don't really know Kiran on that
249320	255600	it should be there reattempts should be there some bit let me recheck I'll check
255600	262680	with the you know my contact and we'll come back to you on that yeah after his
262680	269880	shame and CSS prep shake you can add it without section some bit I'll pick it up
269880	275480	later yeah we can use script anywhere tag
275480	281760	could be it's up to you like practice mode is available so please do leverage
281760	286960	that practice mode and try to solve your assignment problems it you can
286960	291800	improve the score but as I told you that you know whatever score or podium
291800	296520	during live contest you got it that will be reflecting but it's always for the
296520	302360	practice when they say practice it's a practice I mean it practice mode will
302360	307360	count as a contest clearance but that score like if you have scored earlier
307360	314400	0 or 100 or 80 that will be fixed but if you need a clearance right contest
314400	318720	clearance you can attempt it in practice mode that's what I want to say just like
318720	332440	go through that model like have done that part completely that model okay but
332440	339360	it throws me okay yeah we'll discuss in discussion set out session anything else
339360	344160	is everyone is talking to me personally many people might not have contest what
