start	end	text
0	28560	hi good evening how's everyone doing hi muneshwara good good great guys let me share my screen
28560	40080	do let me know if you can see the screen share it was great i mean it was great i think you
40080	49280	can see my dp it was one of the haldis dp i'm not able to share my screen guys give me a
49280	59600	second i need to rejoin the call maybe asa asa i didn't invite it uh it was all like yeah we
59600	67600	would celebrate it if you if you are here nearby hydropad yeah yeah sister's responsibility is very
67600	76240	yeah like it's big man like big thing right here okay sure let's meet someday then some talk or
76240	85360	somewhere and catch up guys i think i have an issue from you know sharing the screen
85360	93760	i'll join back in a minute okay then we'll continue with the class give me a second
106240	107040	you
136240	160800	uh guys recheck again i'm visible audible right uh let me try to share the screen again
164080	165360	hopefully this time it works
166240	185040	so uh did you guys enjoy the teachings by shashwood are you able to catch up with the
185040	194800	concepts that he was able to uh like understand it okay can we share some with uh can we revise
195360	201360	wait once so we'll have uh one whole like three classes for a sink event i will be covering them
201360	206320	in depth something so no need to worry uh we'll be covering them in depth once we
208560	214160	okay do you feel still there is a network issue guys anyone still facing uh facing network issue
215680	217440	feel like there's a network issue
217440	227680	okay in past class okay uh no worries so uh let me try to
230800	236800	rethink okay yeah uh is screen share working fine guys are you able to see
238320	245200	i ask visual studio code being shared cool so let me connect with my ipad too in a minute
246000	247120	we are on time
250000	257280	hey kenny can anyone drop a ping in whatsapp group so that because it's a continuation you know
257280	261360	classes next day classes will be building one project together applying all the concepts i
261360	266320	want everyone to be there so if you have any doubts from the previous sessions we'll be able
266320	274480	to cover that's the reason why i'm pushing bit uh give me a second
275200	284480	so
287920	297520	so you can see you see my ipad too right right great okay uh
298160	306240	uh so can we get started guys are you all excited for one of the final projects
306800	313440	in like from html css javascript point of view one project keeping all of them together in depth
314080	319840	we'll see what how how much we are empowered now to build what sort of projects we can build
319840	326880	okay so we'll try to see of all of them so before that uh give me a second i need to open few of
326880	338000	the sites from my side i have my notes actually written
342000	348320	so does anyone earlier have heard about this keyword called kanban board
348320	353760	board
353760	359120	really anyone came across this keyword called kanban board if yes can you guys tell me like
359120	365840	what is this all about like what do you know about this one like kanban board jeera okay great
367360	368320	anything else guys
371760	375920	so guys are you able to hear a fan sound you want me to shut it down
376880	378240	uh is my voice clear
383040	391680	okay great great so jeera now so did anyone came across something called to do list in their life
392880	402000	any applications that you see related to to do list right so so can i say something like uh
402080	408400	tracking tool of your task
413600	419360	this thing comes under those categories right something which manages your task and whereas
419360	427760	jeera is a uh one product solution a product used to
427760	434240	to manage project development
437600	444800	so this is enterprise based an application where uh you know we have our own to-do list like when
444800	450000	you start a day you might have a certain things to do it uh but when you go for the project level
450000	455040	thing right there are too many things to address too many things to handle so what jeera jeera is
455040	462320	a tool given by atlassian they have prepared to build this one end to end they are the owners
462320	467680	for this one so what they give is they give you an ability to run a project like whole end to end
467680	473120	life cycle like maybe from the inception to the end it will track whole things it will help you
473120	479120	to divide them into sprints have anyone come came across words something like agile or sprints or
479120	486160	anything have you heard of these keywords okay yeah so this is something like a to-do list now
486160	494880	let's let's let's see this like how this works uh let me get the browser open uh give me a second
497840	500880	like let's say if i show you a example of canban board
501840	508800	if you see these are like uh uh like canban board now if you like a simple example is to-do
509600	514320	in progress and testing and done this is a process of a development that happens right
514320	521200	once you are given a task you do complete the development uh like i can open a picture from
521200	527120	here let's see but this picture is visible right uh there should be a picture of the
527120	533280	uh but this picture is visible right uh they're showing me too many advertisements but this
533280	540480	picture like generally it is a an application which helps us to drive the work okay that's an
540480	546080	idea if i show you something that you're talking about uh the tool jeera like this is the tool
548000	555520	like if i go by so this looks like some this way uh if i zoom it in uh let's say if i zoom it in
558080	563920	uh if you see this in jeera also they have to-do in progress in review and done so there are four
563920	570480	stages for everything there is a four stages now we we are going to build some you know a prototype
570480	576880	which is uh based on this like uh an inspiration from this uh a board which will help us to you
576880	584000	know manage our task and apply the concepts that we have learned so let me show you the uh you know
584000	589040	a built already built app give me a second i'll launch that app and i'll show you what we are
589040	604160	going to build it projects uh second guys i am trying to launch the app i'm trying to launch
604160	610720	from a different repo as of now so okay this is something a weather app that i launched but
610720	614640	did you guys got you know everyone understood the weather app right how it was built
618880	627120	right okay great now so if you see this is a kanban board that looks like now these are the four
627760	634080	filters firstly this is a navbar section on the top whatever you can see a navbar section so this
634080	640320	is again an inspiration for a to-do list whatever a to-do list with a better features okay uh maybe
640320	644240	you can improve on this but this is what we will be learning where we allow where we'll apply all
644240	649920	the knowledge okay now if you see these other filters firstly in order to create tasks one
649920	655920	user need to click it on a plus once you click it here you will be able to enter whatever information
655920	662480	is related to task let's say if you want to create a task considering scalar life cycle like if you
662480	668640	when i say scalar life cycle uh let's say first thing that you would do is attend the class right
670640	675600	and let's say i select this color pink setting the priority now i'll tell you talk about the
675600	680000	colors that what we have understood what we have decided through these colors you can change to
680000	687600	text later on but now once you select this and i click the shift key uh give me a second
689680	697120	okay this isn't okay now if you see what just happened now i have created a ticket now saying
697120	704560	a ticket now saying that attending a class now if you want to edit this content like editing the
704560	711040	content of a class like whatever task you have you have a lock button once you click a lock button
711040	715680	you would be able to edit the text like you can add anything in jeopardy you want to add
715680	720880	and once you do it you can also lock the back lock it back so that the edit is done this is
720880	726640	working like an edit button okay is that clear guys till now like how can you create a ticket
726640	733360	and how can you uh like edit the ticket so two functionalities one is creating a ticket
733360	738480	editing the ticket now third functionality that i'm talking about is like if you see in the jira
738480	744640	board or the kanban board you have different statuses like to do in progress in review undone
744640	749600	now how we are managing them in our application that we are going to build is that like if you
749600	754640	see this pink color bar if i click it it is going to green then it is going to sky blue then it is
754640	760480	going to black okay so we are saying that whenever we are moving it from one status to other status
760480	766880	it generally meant that we are moving the task like let's say task from this stage to this stage
766880	772000	this stage to this stage like one stage to the next stage is that clear guys like what this color
772000	776720	palette is talking about like whenever you are clicking here you are able to change the color
776720	783200	and update the status of the task that you have created now once let's say once you have created
783200	788560	yeah we can we can add multiple tasks i'll show that once you have created you also have an
788560	794800	ability to delete the task how can you delete it in order to enable the delete right in order to
794800	800400	enable the delete first you have to click cross button once you have let's say when you click the
800400	806320	cross button delete button has been activated it says now once it is delivered and activated
806320	812400	you go on anything and click on it like on a whole other task anywhere you click it it will be deleted
813280	818960	like again you can stop the delete button okay again is that clear how delete works
822560	829360	now let's try to create a multiple task let's say let's say i say this as a task one okay pink
829360	839840	status and now task one is done let's say i create again a task two okay
840480	848000	uh let's say i edit it i add content as task two
849680	860080	and i close it now let's say i have something like task three now let's say i'm clicking the
860080	867520	shift key guys that's why the ticket has been created but i'll show you why i uh choose switch
868320	875120	uh shift key instead of enter key for creating a task but i'm just like now i'm trying to create
875120	885040	multiple tasks task four uh and pink and shift key okay now if you see this i've created four tasks
885040	889360	now let's say i move the task one to in progress let's say green is something like in progress
889920	896320	and we have sky blue and let's say this is green in color now let's say this is completed if i move
896480	902800	to black it is meant to be completed now when you move this way uh like when i move this way now if
902800	907840	you want to filter out which are the in progress tasks like you need filter right uh what are the
907840	913120	completed what are in progress what i have complete like status if you want to see filter by the
913120	918480	status now these are the filters like if i click the pink i'll be only able to see the one task
918480	924240	if i if i want to see only like green i'll be able to see this task if i want to see sky blue
924240	929760	i will be able to see one task if i select black i'll be able to see this one but if i refresh
930400	935840	now i'm able to see all the task is that clear guys how filter works
937360	943120	yeah yeah yeah yeah kiran that's that's where i'll give you a lot of homework and task for you to in
943120	949040	order to improve this application i'll give you as many uh pointers that you can work on because i
949040	955920	want you to you know paste this in your resume uh improving this application because this task
955920	960640	is also borders are not clean you can make it that instead of this delete button you can
961600	967200	delete button you can give edit button actually but i'm giving you the knowledge and functionality
967200	971840	it's up to you how you want to make it much more experience a better experience application
972720	980080	okay how can you improve the experience okay now the another thing that we are going to learn here
980080	987520	is that if you see even after a refresh right we are able to persist the data right any guesses
987520	995200	guys how we are able to persist this data like if you see even if i'm refreshing the task i created
995200	1000720	somewhere i'm storing in memory those are not being refreshed those variables those tickets
1000720	1010160	are stored somewhere any guesses where yeah database is a right thing and in browser we have
1010160	1015120	certain kind of databases like as some bit says there's something like local storage that is what
1015120	1020960	we are going to explore here if you see here if you come here in the applications part there's
1020960	1027040	something called as local storage which we will be using to store the stickers if i expand this one
1027120	1034640	if you see i have four tasks for four tasks i'm having the color task information in the ticket
1034640	1043120	id ticket id is a dynamic id first create generated for each task you create is that clear like what
1043120	1049040	we are going to learn and what what what's context of this project is like did you understand the
1049040	1054880	workflow like what we are able going to build in next three classes now i'm going to take it
1054880	1060320	everything slowly guys so slowly such that if needed any topic to be revised i'll try to cover
1060320	1069280	that and you know move ahead step by step okay now let's go back to our ipad write down the things
1069280	1082560	that we have understood okay now okay now let's say so firstly i'll talk about something like color
1082560	1084240	priorities that we have created
1089280	1093600	that colors we have given four colors this is something you can improve on
1094320	1100400	instead of colors uh no worries i just started talking your project i still didn't code it
1100960	1108960	anything okay so the colors that we have uh given in the project just will will check the or like
1109200	1114960	i'll define what they are talking about let's say task which task to be done
1121280	1126960	like let's say they are in black in color and then we have something like task in progress
1132640	1137120	then we have something like let's say not by black in color let's make since it's a starting
1137120	1151600	red light pink and instead of light i'll write green then let's say task to be validated
1157360	1158800	right blue
1158800	1162480	task
1167680	1168480	which are completed
1175280	1182640	a black in color right so these are the classes like these are the tasks like colors that we have
1182640	1187840	decided just now i've shown you all the different colors when i say pink in color it means to say
1187840	1193920	that task is which need to be complete or like start working on once you start working on
1193920	1198240	anything let's say this is a task is currently working progress so you'll be seeing the green
1198240	1205040	in color and to be validated task is done but it needs to it's need to be reviewed which is task
1205040	1211440	one and if it is completed it is black in color are this point clear clear guys like what this
1211440	1220800	color priorities are talking about now now like i'll talk about some of the you know theory concept
